current_location	address	registration	user_id	mail	residence	name	job	username	company	blood_group	ssn	station_ID
(Decimal('18.396875'), Decimal('115.831258'))	福岡県浦安市西関宿23丁目15番19号 ハイツ氏家新田439	2020/10/22	162	kobayashimituru@hotmail.com		林 知実		hidekiyamaguchi	株式会社田中水産	B+	418-08-4236	447
(Decimal('-73.614908'), Decimal('-71.751285'))	新潟県横浜市西区平河町5丁目15番7号 東三島コート077	12 Feb 2023	600	tanakashota@gmail.com		吉田 和也		jun76	株式会社田中保険	AB-	439-79-8026	468
(Decimal('59.3745195'), Decimal('-23.014579'))		2022/02/20	1435	hbecker@aol.de		Prof. Ann-Kathrin Losekann B.A.		egbertbluemel	Stey Stiffel e.G.	B-	573-49-9109	424
(Decimal('-48.4110445'), Decimal('-9.019983'))	"Área Farias, 34
Olaria
62479568 Dias de Fonseca / RN"	2021-06-07	1438	riosmaria-isis@hotmail.com		Valentim Mendonça	Físico nuclear	kevinjesus	Pacheco Sales - EI	B+	63790152480	602
(Decimal('-51.124657'), Decimal('28.167964'))	"Thiesstraße 8-8
46199 Reutlingen"	27 Nov 2019	268	jaekelbetti@yahoo.de		Lissy Lindau		etzlerleila	Wieloch GmbH	O-	888-91-4628	137
(Decimal('74.813703'), Decimal('93.036472'))	"Mielcarekstr. 23-24
68638 Schlüchtern"	2022/09/24	327	gdussen-van@gmail.com		Ulf Scholl	Chirurgiemechaniker	cknappe	Kohl Kabus GbR	O+	966-79-9950	653
(Decimal('-86.5632345'), Decimal('74.768531'))	佐賀県町田市東浅草19丁目17番9号 虎ノ門ハイツ504	2021/09/27	1227	kumiko91@yahoo.com		森 零		rikaikeda	橋本運輸株式会社	O+	177-97-1503	217
(Decimal('50.916935'), Decimal('154.387528'))	"Sorgatzring 3/8
88936 Neu-Ulm"	20 Jul 2025	720	ekuhl@aol.de		Herr Hanns Flantz B.Sc.		mosemanntrude	Fröhlich e.G.	B+	473-47-2051	386
(Decimal('68.357215'), Decimal('6.858713'))	"Viale Piccinni, 741 Piano 3
43022, Monticelli Terme (PR)"	2022-05-25	1889	gianpietroperuzzi@fastwebnet.it		Milo Blasi		guarinozanazzo	Germano-Traetta SPA	AB-	MJWRMG90P52H689T	532
(Decimal('-8.5375925'), Decimal('-160.661753'))	熊本県稲城市下吉羽9丁目13番3号 鍛冶ケ沢クレスト475	03/12/2025, 00:00:00	1850	shotaogawa@hotmail.com		林 陽子		afujiwara	鈴木食品合同会社	A+	180-07-4529	345
(Decimal('-15.028018'), Decimal('-7.463066'))	"63503 Timothy Point Apt. 956
Tyroneborough, FM 52147"	2025-03-21	1647	psilva@yahoo.com		Joe Johnson		brandy82	Martinez, Myers and Mccall	O-	025-29-2430	332
(Decimal('65.1890685'), Decimal('55.340117'))	"Borgo Falloppio, 23 Piano 8
06121, Perugia (PG)"	2022/12/16	10	fiorucciliberto@tiscali.it		Ubaldo Borroni-Cagnin		verdimelania	Boaga, Andreotti e Argenti Group	AB-	CPCSBL62T26D709N	704
(Decimal('4.000688'), Decimal('13.104812'))	宮城県横浜市保土ケ谷区上吉羽31丁目15番9号	2024-11-08	2021	hideki73@gmail.com		松本 智也		ryoheifujita	加藤印刷合同会社	O-	637-36-3699	308
	"12768 Javier Land
South Michellemouth, FM 51460"	2019/07/10	177	henryanne@gmail.com		Michelle Lewis	Emergency planning/management officer	vmccarthy	Erickson, Lee and Kline	O+	264-30-7526	501
(Decimal('64.5047695'), Decimal('96.041450'))	"014 Andrew Route Suite 136
Oconnorside, NC 17112"	2024-04-06	686	ewilson@hotmail.com		Bianca Miller		ngibson	Turner, Garcia and Smith	AB-	130-28-8511	614
(Decimal('-60.849545'), Decimal('70.361957'))	"Distrito de Aparecida, 21
Vila Puc
27040384 Caldeira de Minas / SP"	2018-11-28	145	ocassiano@gmail.com		Dr. Francisco Moura		nsampaio	Costela	O-	09467185393	111
(Decimal('43.2685255'), Decimal('125.828404'))		2020/09/03	318	norman14@googlemail.com		Christopher Trupp		fbohlander	Gierschner Haase GmbH	A-	316-08-3143	495
(Decimal('-38.418976'), Decimal('112.130398'))	"Lagoa Yago Jesus, 539
São Jorge 2ª Seção
87706044 Alves / MA"	2025/08/28	1578	vferreira@yahoo.com.br		Sra. Helena Macedo	Encanador	costelavinicius	Rios	AB-	65082943774	62
(Decimal('-33.0776145'), Decimal('-146.805450'))	"02409 Dunn Mills Apt. 390
East Margaretmouth, MT 15393"	2022/04/25	1295	jennifer18@yahoo.com		Teresa Higgins		scott33	Martinez-Kelley	A-	084-37-5532	543
(Decimal('-62.3581455'), Decimal('-80.107815'))	"Praia de da Rosa, 6
Conjunto Santa Maria
23930139 Andrade / SP"	2023-09-12	2096	siqueiramaria-helena@gmail.com		Stephany da Conceição		qdias	Caldeira da Conceição S/A	A-	90527368474	445
(Decimal('-37.2689965'), Decimal('154.718888'))	鳥取県印旛郡本埜村中小来川41丁目27番14号 パーク脚折町626	07 Mar 2022	1971	hfujita@yahoo.com		小川 直子		minorutakahashi	有限会社木村農林	O+	868-30-4442	723
(Decimal('36.576437'), Decimal('167.340132'))	"Koch IIallee 64-16
97882 Eilenburg"	10/18/2018, 00:00:00	959	corinne77@yahoo.de		Univ.Prof. Bertram Grein Groth	Mathematiker	freuter	Liebelt Beyer KG	A-	234-25-9223	500
(Decimal('47.678547'), Decimal('92.740583'))		13 Sep 2021	1352	swright@hotmail.com		Debra Goodman	Administrator, local government	floresandrew	Anderson LLC	A-	415-49-2408	343
(Decimal('89.874677'), Decimal('-46.751328'))	"Rabea-Müller-Platz 43-62
44361 Kelheim"	05/25/2025, 00:00:00	419	haticeaustermuehle@yahoo.de		Hendrik Häring B.A.		gierschnerliesbeth	Klingelhöfer Renner GmbH	AB+	813-67-0716	88
(Decimal('-59.621778'), Decimal('-9.936699'))	山口県中央区日本堤3丁目15番16号 手岡ハイツ602	12/21/2021, 00:00:00	1647	atsushiabe@hotmail.com		渡辺 真綾		vishikawa	山口食品株式会社	O+	421-42-0523	357
(Decimal('1.275829'), Decimal('59.460858'))	"Strada Piermaria, 3 Piano 8
62026, Passo San Ginesio (MC)"	2023-10-14	1511	gremeseatenulf@yahoo.com		Donatello Luzi-Marino		melaniaboiardo	Comeriato-Piacentini SPA	A+	PVNBNN02C61E496Z	289
(Decimal('50.3004195'), Decimal('38.416451'))	"7079 Rhodes Run
Danieltown, GU 02199"	2020/02/21	285	nbarker@yahoo.com		Sheila Hall		kingnicole	Woodard Ltd	A+	036-51-3967	721
(Decimal('35.2300745'), Decimal('45.515047'))	"Strada Zacco, 557
44041, Reno Centese (FE)"	06/29/2023, 00:00:00	1899	rvalmarana@gmail.com		Arnulfo Marinetti		azeglio87	Garobbio, Curci e Pinamonte Group	B+	TRNVIO22M65D712T	206
		08 Apr 2022	1161	ihasegawa@yahoo.com		坂本 千代		shimizukaori	合同会社井上食品	A-	793-72-3480	602
(Decimal('-11.688516'), Decimal('95.741049'))	"Rotonda Venier, 94 Appartamento 9
23027, San Pietro (SO)"	2024-01-19	704	qcasini@tiscali.it		Nedda Angiolello		xeco	Dossi, Necci e Morlacchi SPA	AB-	MZZTZN41C49L040W	536
(Decimal('-2.975702'), Decimal('-113.120497'))	京都府江戸川区横林30丁目10番17号 中鉢石町アーバン783	2022/07/04	1729	sotaro49@gmail.com		中村 稔		mikako19	西村建設有限会社	B-	447-65-6984	183
(Decimal('65.455996'), Decimal('-103.163128'))		06/17/2025, 00:00:00	1070	offredimichela@tele2.it		Coluccio Bragadin		roccobarcaccia	Comboni-Gagliano SPA	O+	PLLLLR62A05A254W	97
(Decimal('65.306104'), Decimal('-119.397987'))	"Scholtzring 3/9
15374 Ahaus"	30 Dec 2023	1997	groettnerannelise@yahoo.de		Prof. German Beier B.Eng.	Beamter	christophertrupp	Zahn	B-	072-27-8579	5
(Decimal('43.199304'), Decimal('143.661515'))	"Borgo Veneziano, 3 Piano 8
12044, Centallo (CN)"	2020/07/07	1010	patrizio41@tiscali.it		Dott. Annunziata Tasso		sinisilodovico	Branciforte e figli	O-	VTTMRA78D13A671V	3
(Decimal('21.415215'), Decimal('-13.739041'))	秋田県大田区元浅草34丁目26番14号 クレスト松浦町326	02 Aug 2022	1530	maayawatanabe@hotmail.com		高橋 聡太郎	司法書士	naotomiura	合同会社伊藤情報	A+	071-44-4654	542
(Decimal('-86.375267'), Decimal('139.969093'))	"Köhlerstraße 73/14
26340 Gera"	2020-09-06	773	helmut12@gmx.de		Danielle Köhler-Mangold		pkoch	Gotthard Striebitz GmbH	O+	779-58-6243	129
(Decimal('-4.9025755'), Decimal('151.197299'))	"Vila Pires, 6
Mantiqueira
08678-460 Ribeiro / AM"	27 Oct 2022	198	bernardopires@bol.com.br		Maria Sophia Pimenta		antonella83	Garcia	A-	43958206700	721
(Decimal('-61.563663'), Decimal('-76.075397'))	山口県町田市中小来川4丁目25番7号 クレスト東浅草770	2023/08/29	723	momoko13@gmail.com		加藤 浩		yoshidamanabu	有限会社石井鉱業	AB+	598-11-7484	515
(Decimal('-16.018658'), Decimal('145.160226'))	"55636 Schroeder Ports
Reedchester, WV 05541"	01 May 2024	1951	emay@gmail.com		Jonathan Walker		obrown	Moran-Cannon	B+	432-79-5436	71
(Decimal('-52.7372695'), Decimal('-19.077402'))	"Unit 5734 Box 2707
DPO AA 52730"	09/13/2020, 00:00:00	1962	gmartin@hotmail.com		April Yu		tmoon	Wu, Medina and Hale	O-	472-71-3611	456
(Decimal('26.4804205'), Decimal('-114.555225'))	"Travessa de Moura, 966
Horto Florestal
98446336 Guerra / PI"	03/30/2021, 00:00:00	621	jfarias@uol.com.br		Eloah Marques		moreiracatarina	Silveira e Filhos	B-	06382451924	50
(Decimal('50.887199'), Decimal('-35.216532'))		04/19/2021, 00:00:00	712	graflilija@yahoo.de		Prof. Aldo Davids	Winzer	aumannadalbert	Faust	B-	540-06-9164	532
(Decimal('86.791087'), Decimal('137.265523'))		04/29/2023, 00:00:00	705	chiyofujita@hotmail.com		小林 真綾	演歌歌手	chasegawa	山下保険有限会社	B+	101-42-1421	224
(Decimal('32.8532365'), Decimal('86.742783'))	"72260 Santos Bridge Suite 936
New Katherine, ID 81062"	2021-08-13	969	jennifer55@yahoo.com		Vanessa Smith	Textile designer	lmiller	Smith-Jackson	AB-	422-66-3764	378
(Decimal('80.7998945'), Decimal('122.256423'))	"7718 Amy Springs Suite 919
East Brooke, MI 88430"	12/01/2022, 00:00:00	2091	angela30@yahoo.com		Jennifer Peterson	Lecturer, higher education	melissaramirez	Ray, Byrd and Jones	A-	641-80-6478	77
(Decimal('-14.703873'), Decimal('-71.327245'))	"231 Cole Streets
Karenberg, HI 98843"	2019-09-21	125	jamesjimmy@gmail.com		Rebecca Ford	Designer, industrial/product	lcoleman	Walters-Jackson	O+	267-01-5343	473
(Decimal('-84.234019'), Decimal('11.881032'))	"Theresa-Pergande-Gasse 3
84246 Tuttlingen"	03 Apr 2024	486	hans-georgeigenwillig@googlemail.com		Telse Weinhold B.A.	Mechaniker	ehrentraud84	Dörschner AG & Co. KGaA	B-	863-23-1709	126
(Decimal('5.568264'), Decimal('-57.341505'))	"Morro Enrico Cardoso, 338
São Jorge 1ª Seção
29268-326 Cavalcanti da Prata / RO"	2021-09-21	957	dom64@uol.com.br		Sra. Isis Alves		caleb27	Montenegro	O-	84973601500	614
(Decimal('-56.970100'), Decimal('46.939499'))	和歌山県清瀬市氏家新田32丁目17番12号	04/09/2025, 00:00:00	1394	katosotaro@hotmail.com		鈴木 亮介		minoruyamazaki	有限会社清水銀行	B+	303-83-9168	679
(Decimal('-84.7089945'), Decimal('-31.605158'))	和歌山県横浜市泉区轟30丁目10番20号 シャルム柿木沢857	07 Jul 2023	980	ryohei17@hotmail.com		中村 陽一		yamaguchiminoru	中村電気有限会社	AB-	144-52-4340	630
(Decimal('50.350935'), Decimal('149.957505'))	"278 Jessica Trafficway
Maryport, AZ 80800"	2020-05-04	1158	mary08@hotmail.com		Christopher Richardson		jamesvilla	Winters and Sons	O+	545-88-9165	708
(Decimal('-5.936758'), Decimal('-63.136552'))	兵庫県横浜市西区土沢22丁目27番4号 丹勢コーポ194	2019-02-05	273	rkimura@hotmail.com		山田 桃子	アニメーター	hiroshi79	伊藤通信株式会社	AB-	132-80-7521	347
(Decimal('10.707480'), Decimal('99.718207'))		2022-02-25	2082	gtakahashi@hotmail.com		佐藤 篤司		aokihiroshi	坂本銀行株式会社	O-	425-01-2898	148
(Decimal('-79.635436'), Decimal('-99.753872'))	"Marlis-Scheuermann-Straße 57
88325 Merseburg"	06 Jan 2025	451	werneckeadeline@web.de		Günther Tröst		dorota08	Bachmann	A+	940-65-4706	592
(Decimal('33.727550'), Decimal('-105.207083'))	"8312 Jennifer Cove
Michaeltown, MP 63504"	2022-03-13	106	markbonilla@gmail.com		Michael Villanueva		idixon	Clark-Smith	A-	841-14-5171	60
(Decimal('1.9353595'), Decimal('-163.963387'))	"Fiebigallee 4553
77251 Pegnitz"	2022/06/20	1895	nrose@googlemail.com		Marko Otto		ottoklaus-dieter	Briemer	O+	649-08-0801	676
(Decimal('55.795226'), Decimal('-150.647475'))		2024-05-15	1371	hogawa@hotmail.com		近藤 翼	薬剤師	hshimizu	木村保険合同会社	O+	212-94-1539	199
(Decimal('-67.7684475'), Decimal('-137.037782'))		06 Sep 2023	647	vicente55@uol.com.br		Ana Vitória Sá	Tecnólogo em tecnologia da madeira	rezendegabrielly	Barbosa	AB+	79502483600	489
(Decimal('-76.6272195'), Decimal('-155.160598'))	"74204 Shannon Crest Suite 190
Johnsonborough, MH 66057"	06/29/2024, 00:00:00	1756	youngshelly@yahoo.com		Jose Gregory		erik08	Stafford and Sons	A+	650-23-4204	427
(Decimal('-0.488539'), Decimal('-56.971431'))	"Stretto Alboni, 85
44035, Brazzolo (FE)"	2021/03/15	186	coffredi@live.com		Livia Comeriato-Vento	Applications developer	ygozzano	Tartini e figli	B-	PCCNTN03T41A719H	577
(Decimal('-49.438309'), Decimal('55.138881'))		03/04/2019, 00:00:00	1121	constantin86@googlemail.com		Sergei Stoll	Techniker	muratwulf	Ziegert Heinz AG & Co. KGaA	AB+	033-28-9629	566
(Decimal('85.704769'), Decimal('-105.205280'))	"417 Wagner Well Suite 585
West Rhondaport, MI 10416"	17 Sep 2023	1326	thomasdyer@hotmail.com		Brittany Rice	Engineer, structural	aarongonzalez	Rodriguez-Hernandez	AB-	136-73-6858	138
(Decimal('-89.0931945'), Decimal('-158.607917'))	"Strada Battisti, 65 Appartamento 58
25136, Stocchetta (BS)"	23 Jul 2020	873	kpaolini@gmail.com		Toni Tomei	Food technologist	oscalera	Canevascini e figli	AB+	MDRTTN58A05L991V	264
(Decimal('3.4979595'), Decimal('-87.525209'))	"Mathilde-Beier-Platz 32
70129 Parsberg"	2020-01-18	1375	skabus@aol.de		Herr Nicolai Striebitz B.Eng.		loefflerflora	Schinke AG & Co. KG	AB+	143-60-4441	203
(Decimal('52.071567'), Decimal('80.994974'))	"Nadin-Margraf-Allee 86-38
66204 Parsberg"	24 Jan 2021	1140	annaliesegroettner@web.de		Dr. Dimitri Dowerg B.Eng.		yhenk	Scheuermann GmbH	A+	657-13-0559	389
(Decimal('21.966373'), Decimal('-147.078132'))	神奈川県立川市三筋18丁目5番18号	2020-06-28	297	lwatanabe@hotmail.com		坂本 翔太	介護ヘルパー	yukishimizu	合同会社石井鉱業	A-	479-90-1284	363
(Decimal('85.101288'), Decimal('-161.714264'))		2024/05/31	1238	vitor-hugoaparecida@gmail.com		Sr. Noah Fogaça		fonsecavicente	Gonçalves	B+	80154297658	452
(Decimal('84.8005105'), Decimal('-138.866163'))	"4538 Moreno Ridge Apt. 318
East Kevin, IN 10189"	2023-12-14	828	zcook@gmail.com		Janet Sellers		tmay	Marshall LLC	A-	281-07-7618	570
	"Passarela Renan Rocha, 2
Alta Tensão 1ª Seção
25201-571 Fernandes do Galho / AP"	2021/06/19	1027	lsousa@uol.com.br		Isabel Lima		pietraferreira	Azevedo	AB+	70683421913	568
(Decimal('-12.603991'), Decimal('139.581804'))	"450 Kimberly Forges
Nelsonport, PW 13711"	13 Sep 2021	1254	leblanclauren@yahoo.com		Alan Hall	Occupational hygienist	anthony21	Williams-Lucas	O-	677-20-0481	688
(Decimal('-29.0412545'), Decimal('-4.225717'))	"Conjunto de Caldeira, 78
Camponesa 2ª Seção
48462828 Aragão / SE"	2019/03/19	717	luana79@gmail.com		Anthony Gabriel Araújo		castroyasmin	das Neves Santos S.A.	B+	37286914537	266
(Decimal('9.314428'), Decimal('68.963654'))	"Jens-Peter-Meister-Gasse 87
06022 Neubrandenburg"	2025/06/01	862	philipp83@aol.de		Dr. Giorgio Seidel		gsauer	Heser	O-	328-79-8530	117
(Decimal('-42.9854385'), Decimal('-101.255938'))	"Vicolo Lisa, 2
93017, San Cataldo (CL)"	07/04/2019, 00:00:00	365	columbopierluigi@gmail.com		Arnulfo Ferrari		gasparedepero	Alfonsi, Bernardi e Luzi e figli	A-	MRTMRA07L30E160S	193
(Decimal('-38.7361535'), Decimal('-68.372977'))	"Leander-Nette-Platz 5/8
99552 Rastatt"	20 Nov 2021	1374	wirthcatharina@aol.de		Herr Alwin Wernecke B.A.		virginia78	Stumpf Meyer AG	B+	335-29-0019	658
(Decimal('-13.3673745'), Decimal('148.428268'))	"928 Jennifer Crossroad
North Lindaborough, DE 41829"	05 Mar 2024	233	bakerlori@yahoo.com		Michael Herrera		steven14	Evans-Holloway	A+	672-57-7969	642
(Decimal('-14.8791905'), Decimal('-16.319720'))		2023-01-01	321	malves@hotmail.com		Caleb Casa Grande		pintojulia	Rezende	O-	67431529864	364
(Decimal('65.331318'), Decimal('83.880578'))	"Alameda André Barbosa, 5
São Marcos
98615-883 Pinto de Oliveira / MA"	2019-05-26	2013	isabela40@hotmail.com		Sr. Anthony Araújo	Crítico	yduarte	Leão	AB-	42675310808	3
(Decimal('43.948963'), Decimal('-88.717661'))	"Via Cicala, 9
20136, Milano (MI)"	2024/05/11	1591	benedettiarsenio@virgilio.it		Emma Dibiasi		trapaneselara	Ossani-Chigi SPA	B-	VZZLRA35E30D465D	504
(Decimal('27.5058895'), Decimal('33.526532'))	"Eugen-Pruschke-Straße 3
86151 Kelheim"	2020/01/27	215	klemtwalli@yahoo.de		Sven Lübs		welleremil	Mude	B-	828-70-0995	129
(Decimal('-41.681952'), Decimal('-141.550122'))	青森県印旛郡印旛村北上野10丁目1番2号 コート箪笥町669	09/18/2025, 00:00:00	1820	mikisato@hotmail.com		佐藤 陽一		mikako69	株式会社木村食品	O+	653-05-1609	210
(Decimal('-83.6355275'), Decimal('39.080434'))	"Incrocio Elena, 25 Appartamento 41
84127, Salerno (SA)"	30 Aug 2025	1918	gastone31@tiscali.it		Matilda Angiolello-Malatesta		madernoelisa	Jacuzzi, Pignatti e Zamorani s.r.l.	A+	MRSLCZ97C28B442F	88
(Decimal('83.8187725'), Decimal('3.398887'))	"Campo Pereira, 51
Garças
16312023 Câmara do Galho / DF"	24 Dec 2024	1755	lorenaviana@bol.com.br		Vitor Barbosa		ialves	Nascimento Campos - EI	A-	43517869066	452
(Decimal('-64.4777435'), Decimal('-68.096156'))	"Rotonda Alfredo, 758
33019, Tricesimo (UD)"	16 Dec 2022	1743	contrafattogionata@gmail.com		Paloma Brunelleschi-Toninelli		benignigiovanna	Giannotti s.r.l.	B-	BSDSBT84C71F813Z	497
(Decimal('-8.2815395'), Decimal('-117.550679'))	香川県立川市東浅草10丁目20番8号 方京シャルム670	08/10/2019, 00:00:00	1044	momoko35@gmail.com		青木 くみ子		myamada	藤原鉱業株式会社	A+	586-65-4969	0
(Decimal('-73.281595'), Decimal('38.042098'))	"Unit 8165 Box 2920
DPO AE 35323"	2019/10/18	757	jenkinssusan@hotmail.com		Joseph Jensen		staffordjustin	Cruz, Shepard and Jackson	B-	108-92-5632	356
(Decimal('33.277800'), Decimal('177.954528'))	"USS Stone
FPO AP 65821"	2019-12-31	1730	jeffreyferguson@gmail.com		Amanda Williams	Education officer, museum	lisa38	Harrison, Watson and Riley	O+	707-34-0132	359
(Decimal('14.5342125'), Decimal('-84.660128'))	"983 Hensley Mountain Suite 599
North Kenneth, IL 09854"	2022-09-21	174	peggyclark@yahoo.com		Andrew Gill		cgonzalez	Sampson, Smith and Adams	B+	464-97-0355	179
(Decimal('2.500321'), Decimal('161.494401'))	"Trecho Maria Lopes, 510
São Bernardo
44485-742 Câmara / SE"	14 Jan 2021	1620	ferreirabrayan@yahoo.com.br		Igor Alves		ryan50	Melo	O-	85630794175	147
(Decimal('-48.771468'), Decimal('-161.290026'))	"Incrocio Guicciardini, 35 Piano 9
89030, Canalello (RC)"	08/28/2020, 00:00:00	1391	rocco47@tele2.it		Gemma Gussoni-Sismondi		federigoerrigo	Sorrentino-Montanelli s.r.l.	AB-	MDGMLA64R06C353L	303
(Decimal('4.7842345'), Decimal('-82.504160'))		28 Feb 2022	543	dgarcia@uol.com.br		Rael da Conceição		portolucca	Porto e Filhos	AB+	68573029102	237
(Decimal('28.382227'), Decimal('-120.976508'))	"Ladeira Léo Nogueira, 84
Ambrosina
35175590 Rocha Grande / PB"	10/25/2018, 00:00:00	841	ymonteiro@hotmail.com		Juan Pacheco		ndias	Teixeira	AB+	60938257447	572
(Decimal('-64.964022'), Decimal('94.492839'))		09/22/2019, 00:00:00	884	ddonarelli@vodafone.it		Ornella Pederiva		vergaamico	Ferrata s.r.l.	B+	BRGNSD99L53A480U	719
(Decimal('41.4753575'), Decimal('156.107237'))	富山県府中市方京34丁目10番2号 丹勢コート107	03/24/2024, 00:00:00	1581	hasegawayuki@yahoo.com		高橋 真綾		yamaguchishota	渡辺銀行合同会社	O+	850-25-5620	172
(Decimal('-33.443205'), Decimal('-156.554180'))	"Noackring 34-59
54362 Schweinfurt"	18 Mar 2023	1702	darius46@googlemail.com		Ante Jüttner B.A.		remoweinhold	Krebs GmbH	A-	265-98-0288	226
(Decimal('84.6765265'), Decimal('-166.797268'))	高知県長生郡白子町神明内30丁目12番8号 コート三筋731	2024/07/23	133	satotaro@hotmail.com		中川 あすか		pyoshida	有限会社坂本鉱業	AB-	079-44-6258	408
(Decimal('14.3131445'), Decimal('-141.253692'))	岩手県長生郡一宮町豊町15丁目13番11号 白金パレス236	03/28/2019, 00:00:00	883	hayashisayuri@hotmail.com		渡辺 知実		nanamikato	林通信有限会社	A+	598-41-6198	302
(Decimal('-35.8415305'), Decimal('-0.551381'))		2020/12/09	2133	gundelstiffel@gmx.de		Dr. Cläre Stroh	Techniker	baehrgebhard	Seifert GmbH & Co. KG	A+	437-56-8444	0
(Decimal('50.0932345'), Decimal('-103.446395'))		27 Jun 2020	384	kpeixoto@ig.com.br		Luísa Casa Grande	Penhorista	lorenasousa	Santos	A+	10796283478	441
		2022-07-23	226	ryan29@yahoo.com.br		Sra. Maria Isis da Conceição		zcasa-grande	Freitas	A+	84975612011	81
(Decimal('-71.3783425'), Decimal('-9.611479'))	"Chácara Fogaça, 2
Ermelinda
76775-040 Cunha de Goiás / SP"	2019/01/06	1587	tpimenta@uol.com.br		Dr. Joaquim Aragão	Leiteiro	isouza	Machado	B-	79653210840	446
(Decimal('-26.8521055'), Decimal('-32.544350'))	"Borgo Giustino, 76 Appartamento 0
28073, Fara Novarese (NO)"	01 Aug 2021	1137	sanudogabriella@libero.it		Gaetano Falier		gianvecchioalberico	Valguarnera, Balbo e Babati Group	A+	GNSSNR38T11B858N	516
(Decimal('47.4762675'), Decimal('19.620358'))	"Unit 8950 Box 3779
DPO AP 78158"	2024-10-17	1415	combschristopher@hotmail.com		Alexander Mathews	Systems analyst	johnfitzgerald	Evans-Edwards	B-	441-02-3653	284
(Decimal('71.7935265'), Decimal('62.693937'))	"Rotonda Elladio, 733
90124, In Via Brancaccio (PA)"	2025-06-07	1010	luciana89@outlook.com		Alberto Benigni		telesiomorena	Comeriato SPA	A-	MNTNRC67A53D689U	595
(Decimal('28.8089395'), Decimal('50.027063'))	"827 Laura Path Suite 390
Abigailborough, IN 32083"	07 Dec 2024	1073	thompsonbrittney@gmail.com		Dakota Dodson	Product manager	millerteresa	Ferguson, Jensen and White	O-	888-77-6782	293
		08 Mar 2021	2046	metinsegebahn@gmail.com		Silja Scheibe-Holzapfel		hbohlander	Wilmsen Kranz GmbH	A-	742-64-2045	496
(Decimal('1.551327'), Decimal('5.237536'))	"Piazza Arsenio, 521 Piano 3
07013, Mores (SS)"	15 Jan 2022	1781	brunelleschiaugusto@poste.it		Dott. Donatella Galeati		nievopatrizia	Carullo, Stoppani e Palombi s.r.l.	A-	PRTFRN27H23C104F	637
(Decimal('-64.2802785'), Decimal('-174.154367'))	岐阜県八丈島八丈町日比谷公園39丁目7番6号	22 Jan 2020	873	csasaki@hotmail.com		山田 あすか		etanaka	有限会社山本水産	A+	780-86-8038	26
(Decimal('-11.0672575'), Decimal('-131.584086'))	福井県小笠原村西川31丁目7番3号 クレスト芝公園435	2020-06-16	1382	satomisuzuki@yahoo.com		中村 あすか		kana85	佐藤水産株式会社	A-	720-61-2844	303
(Decimal('0.6794005'), Decimal('111.450897'))	"Beyerallee 2/7
10868 Schwandorf"	2022-04-21	1627	catharina52@hotmail.de		Ing. Ullrich Putz	Artist	christophlieselotte	Hiller GmbH & Co. KGaA	A+	272-79-3469	273
(Decimal('68.7221395'), Decimal('172.816773'))	"Lara-Davids-Straße 4963
41264 Riesa"	08/05/2021, 00:00:00	1811	kabusleif@hotmail.de		Wera Reuter		mneuschaefer	Kaul Thies GmbH	A+	301-39-0792	135
(Decimal('-76.497008'), Decimal('-86.060282'))	"Kobeltstraße 19/82
18843 Staßfurt"	23 Jul 2024	1756	helene84@yahoo.de		Irmengard Schmidt B.A.	Bäcker	pero48	Schuchhardt	AB-	521-51-7198	443
(Decimal('2.0227095'), Decimal('-89.122618'))	滋賀県福生市北青山37丁目8番7号	2023-03-30	1235	kenichinishimura@yahoo.com		鈴木 亮介		taichi59	合同会社伊藤印刷	B-	226-77-0390	20
(Decimal('-8.183902'), Decimal('68.646577'))	"72863 Allen Bridge
North Yvonnemouth, WI 16694"	2025/02/24	1084	lindaturner@hotmail.com		Jeffrey Evans		yshort	Davidson-Suarez	A-	235-67-6586	188
(Decimal('-14.6358145'), Decimal('-109.485580'))	"Reutergasse 82/46
61586 Schwarzenberg"	29 Apr 2023	755	aenne93@googlemail.com		Domenico Killer		stillaspeer	Losekann Atzler GmbH	AB-	813-29-7337	571
	"Ortmannstraße 88-54
60421 Teterow"	2023-10-22	875	heiner90@hotmail.de		Samir Hermighausen		karl-friedrichdehmel	Köster GmbH	AB+	985-82-8676	446
(Decimal('56.0098015'), Decimal('-1.187631'))	"36190 Susan Rapids Apt. 879
Baldwinbury, LA 57328"	10/27/2022, 00:00:00	1539	leeteresa@gmail.com		Devin Fleming	Passenger transport manager	sandraodom	Jacobs-Pruitt	AB+	344-87-1823	716
(Decimal('64.7951625'), Decimal('17.582317'))	"Viale Loredan, 57
64035, Villa San Romualdo (TE)"	23 Sep 2020	586	antonia35@libero.it		Gastone Salieri		giuseppina96	Giammusso-Pedrazzini e figli	A+	DLDNNZ54S09L006E	567
(Decimal('86.5058135'), Decimal('-149.835830'))	"Giovanni-Wilms-Weg 6-7
33241 Hannoversch Münden"	2019-10-07	2015	pschleich@gmail.com		Eugenia Schmiedt		yusufkramer	Bien Stiftung & Co. KGaA	A+	232-93-9696	138
(Decimal('81.6169885'), Decimal('-135.441185'))	"Rotonda Pepe, 13 Piano 0
26047, Scandolara Ripa D'Oglio (CR)"	2019-09-12	555	piersantigiannini@libero.it		Dott. Ilaria Antonucci	Engineer, structural	marcantoniolercari	Gradenigo, Pavanello e Montanariello Group	B-	NSTNCL31P66C770K	39
